word,frequency,language
okay,1,spa
había,2,spa
una,4,spa
vez,1,spa
niña,9,spa
que,1,spa
se,5,spa
llamaba,1,spa
caperucita,2,spa
roja,1,spa
por,2,spa
años,1,spa
su,9,spa
abuela,8,spa
la,15,spa
cape,1,spa
un,5,spa
regalo,1,spa
día,1,spa
mamá,1,spa
le,1,spa
dio,1,spa
cosita,1,spa
con,2,spa
pan,1,spa
uvas,1,spa
y,11,spa
botella,1,spa
de,7,spa
agua,2,spa
para,4,spa
llevar,1,spa
a,11,spa
cuando,5,spa
ella,3,spa
estaba,4,spa
caminando,2,spa
ir,1,spa
casa,4,spa
lobo,7,spa
detras,1,spa
hombre,6,spa
alla,1,spa
llevando,1,spa
flores,1,spa
el,13,spa
continuó,1,spa
caminar,1,spa
él,4,spa
entró,3,spa
vi,2,spa
decidió,1,spa
comerla,2,spa
después,4,spa
esperando,1,spa
venía,1,spa
más,2,spa
cerca,2,spa
vino,1,spa
al,1,spa
labo,1,spa
cara,1,spa
todo,1,spa
sorprendida,1,spa
atacó,1,spa
fue,2,spa
dormir,1,spa
usó,1,spa
par,1,spa
tijeras,1,spa
cortar,1,spa
estomago,2,spa
del,2,spa
así,1,spa
podían,1,spa
salir,1,spa
empezaba,1,spa
llenar,1,spa
rellenar,1,spa
piedras,1,spa
levantó,1,spa
calló,1,spa
en,1,spa
estaban,1,spa
riendo,1,spa
finalmente,1,spa
fueron,1,spa
like,1,eng
