word,frequency,language
um,1,spa
una,4,spa
vez,1,spa
había,2,spa
niña,1,spa
que,6,spa
tenía,1,spa
caperucita,1,spa
roja,1,spa
vivía,1,spa
con,9,spa
su,4,spa
abuela,9,spa
y,25,spa
los,1,spa
pajaritos,1,spa
era,3,spa
el,12,spa
cumpleaños,1,spa
de,7,spa
la,24,spa
entonces,2,spa
mamá,1,spa
mandó,2,spa
a,12,spa
visitar,1,spa
cesta,1,spa
llena,1,spa
frutas,1,spa
panes,1,spa
camino,1,spa
casa,3,spa
se,16,spa
topó,1,spa
un,5,spa
lobo,7,spa
quería,1,spa
comer,1,spa
pero,3,spa
leñador,3,spa
listo,1,spa
para,4,spa
defenderla,1,spa
escapó,1,spa
del,1,spa
fue,2,spa
mientras,3,spa
Caperucita,7,spa
quedaba,1,spa
recogiendo,1,spa
flores,2,spa
llevarlas,1,spa
encontró,1,spa
abuelita,3,spa
rellenita,1,spa
comió,1,spa
llegó,2,spa
no,6,spa
notó,2,spa
estaba,8,spa
ahí,5,spa
sino,1,spa
vestido,1,spa
tanto,1,spa
puso,1,spa
las,2,spa
poner,1,spa
luego,1,spa
velada,1,spa
poco,1,spa
confundida,1,spa
porque,1,spa
cuando,1,spa
acercó,1,spa
al,1,spa
algo,1,spa
mal,2,spa
salta,1,spa
cama,1,spa
trata,1,spa
comerse,1,spa
en,2,spa
eso,1,spa
logró,1,spa
comérsela,1,spa
bien,2,spa
hinchado,1,spa
ese,1,spa
momento,1,spa
cazador,1,spa
ya,1,spa
sin,1,spa
hacha,1,spa
ahora,1,spa
escopeta,1,spa
le,3,spa
pegó,2,spa
buen,1,spa
tiro,2,spa
lo,4,spa
mató,1,spa
cortó,2,spa
tijeras,1,spa
salvó,1,spa
ah,1,spa
simplemente,1,spa
dormido,1,spa
cogió,1,spa
unas,1,spa
piedras,3,spa
perro,1,spa
ayudó,1,spa
llenaron,1,spa
panza,1,spa
lista,1,spa
coserla,1,spa
despertó,1,spa
sintió,1,spa
súper,2,spa
hacia,1,spa
sé,1,spa
cómo,2,spa
dice,2,spa
donde,1,spa
agua,1,spa
cayó,1,spa
dentro,1,spa
como,1,spa
lleno,1,spa
más,1,spa
seguro,1,spa
ahogó,1,spa
todo,1,spa
acabó,1,spa
feliz,1,spa
volver,1,spa
fin,1,spa
okay,1,eng
well,1,eng
