word,frequency,language
Caperucita,103,spa
Roja,56,spa
de,105,spa
Charles,2,spa
Perrault,2,spa
una,16,spa
niña,2,spa
estaba,41,spa
muy,13,spa
contenta,4,spa
bailando,1,spa
en,40,spa
su,78,spa
casa,34,spa
porque,8,spa
tenía,7,spa
capa,3,spa
nueva,1,spa
color,2,spa
roja,14,spa
y,167,spa
la,157,spa
abuelita,89,spa
mirando,1,spa
también,5,spa
aplaudiendo,1,spa
mientras,10,spa
bailaba,1,spa
los,2,spa
pajaritos,2,spa
cantaban,1,spa
se,88,spa
fue,21,spa
le,30,spa
dijo,4,spa
adiós,5,spa
a,144,spa
mamá,7,spa
brazo,1,spa
llevaba,3,spa
canasta,5,spa
con,33,spa
bebidas,1,spa
comida,8,spa
repente,4,spa
del,15,spa
bosque,8,spa
salió,8,spa
un,20,spa
lobo,95,spa
que,63,spa
iba,5,spa
atacar,3,spa
detrás,2,spa
venía,1,spa
cazador,25,spa
hacha,2,spa
parecía,1,spa
molesto,1,spa
el,115,spa
decidió,4,spa
entrar,3,spa
recogiendo,2,spa
flores,10,spa
sin,4,spa
ella,10,spa
darse,1,spa
cuenta,7,spa
entrando,1,spa
pensó,2,spa
ocurrió,1,spa
plan,1,spa
al,18,spa
lo,14,spa
hizo,2,spa
después,5,spa
no,22,spa
sabemos,1,spa
si,2,spa
comió,9,spa
vestirse,1,spa
hacerse,1,spa
pasar,1,spa
por,10,spa
para,27,spa
cuando,9,spa
llegara,2,spa
creyera,1,spa
era,11,spa
entró,12,spa
dio,6,spa
persona,3,spa
cama,17,spa
sino,2,spa
puso,11,spa
unas,8,spa
florecitas,1,spa
mesa,4,spa
galletas,3,spa
había,9,spa
traído,1,spa
verificar,1,spa
cómo,4,spa
sentía,2,spa
o,3,spa
creía,2,spa
sorprendió,1,spa
vio,4,spa
unos,1,spa
orejas,4,spa
grandes,4,spa
más,5,spa
acordaba,1,spa
qué,6,spa
tienes,4,spa
esas,2,spa
tan,4,spa
corriendo,2,spa
vestido,2,spa
asustó,3,spa
comiera,1,spa
todo,5,spa
esto,5,spa
tropezó,1,spa
noche,2,spa
tumbó,1,spa
las,14,spa
vela,1,spa
habían,2,spa
encima,1,spa
parecer,2,spa
además,1,spa
parece,2,spa
lleno,7,spa
cansó,1,spa
pudo,2,spa
caminar,3,spa
descansar,1,spa
escuchó,1,spa
pasando,2,spa
ver,5,spa
es,7,spa
sigilosamente,1,spa
hacerle,1,spa
algo,5,spa
oh,6,eng
dormía,1,spa
cortó,4,spa
abrió,1,spa
barriga,9,spa
salieron,3,spa
intactas,1,spa
haberles,1,spa
pasado,2,spa
nada,2,spa
todos,4,spa
celebraron,1,spa
juntos,1,spa
entonces,14,spa
seguía,1,spa
durmiendo,2,spa
daba,1,spa
pusieron,1,spa
piedras,18,spa
adentro,6,spa
perro,6,spa
trajeron,1,spa
ayudaron,1,spa
hacer,1,spa
cosió,1,spa
despertó,3,spa
todavía,2,spa
toda,3,spa
esa,1,spa
llenura,1,spa
comido,1,spa
pero,16,spa
realidad,2,spa
eran,1,spa
puesto,1,spa
dentro,5,spa
veían,1,spa
caminaba,2,spa
lentamente,1,spa
reían,2,spa
él,4,spa
como,5,spa
podía,2,spa
casi,1,spa
sed,2,spa
trató,4,spa
tomar,4,spa
agua,5,spa
cayó,2,spa
pozo,2,spa
pues,2,spa
gracias,1,spa
nieta,1,spa
acompañó,1,spa
vuelta,2,spa
dijeron,2,spa
vivieron,1,spa
felices,1,spa
colorín,1,spa
