word,frequency,language
érase,3,spa
una,51,spa
vez,12,spa
Caperucita,173,spa
Roja,99,spa
que,128,spa
estaba,54,spa
en,62,spa
su,145,spa
casa,40,spa
un,77,spa
día,19,spa
con,48,spa
abuela,62,spa
y,314,spa
a,201,spa
ellas,2,spa
juntas,1,spa
les,4,spa
gustaba,14,spa
preparar,5,spa
pastel,7,spa
mamá,15,spa
mandó,4,spa
la,217,spa
canasta,12,spa
llena,4,spa
de,102,spa
comida,9,spa
botella,1,spa
repente,2,spa
se,186,spa
encontró,2,spa
lobo,197,spa
atrás,2,spa
del,10,spa
había,37,spa
leñador,23,spa
el,223,spa
adelantó,13,spa
mientras,16,spa
recogía,2,spa
flores,36,spa
decidió,3,spa
comerse,5,spa
abuelita,123,spa
luego,22,spa
llegó,29,spa
ramo,2,spa
fingiendo,2,spa
ser,1,spa
preguntándose,1,spa
por,20,spa
qué,16,spa
tiene,1,spa
esas,4,spa
manos,2,spa
tan,9,spa
grandes,16,spa
rebela,2,spa
después,39,spa
llega,1,spa
cazador,43,spa
para,70,spa
sacarle,2,spa
lo,22,spa
comido,6,spa
entonces,29,spa
sacó,8,spa
fue,24,spa
piedras,24,spa
darle,2,spa
al,59,spa
sintió,2,spa
mal,2,spa
pancita,2,spa
cayó,14,spa
pozo,19,spa
perro,9,spa
fueron,8,spa
vivieron,4,spa
felices,6,spa
siempre,6,spa
fin,7,spa
niña,12,spa
vivía,12,spa
cabaña,2,spa
bosque,17,spa
le,115,spa
gustado,1,spa
pasteles,14,spa
dicho,2,spa
lleve,1,spa
cosas,3,spa
visto,2,spa
dio,22,spa
curiosidad,1,spa
pero,30,spa
no,24,spa
sabía,5,spa
es,1,spa
entretuvido,1,spa
juntando,1,spa
adelantado,1,spa
rápidamente,1,spa
entrado,1,spa
engañado,1,spa
también,3,spa
él,10,spa
comiera,1,spa
preguntado,1,spa
veía,1,spa
diferente,1,spa
muy,7,spa
confundida,1,spa
iba,25,spa
comer,11,spa
escuchado,1,spa
unos,3,spa
gritos,1,spa
ver,7,spa
pasado,2,spa
tenía,19,spa
unas,11,spa
tijeras,2,spa
cortó,11,spa
saliera,2,spa
recolecte,1,spa
metérselas,2,spa
panza,31,spa
tuvo,1,spa
mucha,5,spa
sed,7,spa
tomar,6,spa
agua,20,spa
cuando,14,spa
dura,1,spa
colorín,1,spa
colorado,1,spa
este,3,spa
cuento,2,spa
ha,1,spa
acabado,1,spa
llamaba,3,spa
porque,11,spa
llevaba,5,spa
caperuza,1,spa
roja,11,spa
cada,1,spa
semana,1,spa
hacía,2,spa
dijo,13,spa
fuera,5,spa
visitar,7,spa
llevarle,3,eng
cesto,1,spa
frutas,4,spa
cuenta,23,spa
perseguía,1,spa
vio,25,spa
puso,16,spa
recolectar,1,spa
adelanta,1,spa
come,1,spa
pone,2,spa
riesgo,1,spa
las,27,spa
mesa,3,spa
pensando,2,spa
era,27,spa
preguntó,9,spa
si,2,spa
ya,6,spa
quería,13,spa
disfrazado,3,spa
asustó,5,spa
lugar,1,spa
vino,18,spa
durmiendo,4,spa
panzón,1,spa
sacar,4,spa
abre,1,spa
trae,1,spa
ponérselo,1,spa
costurar,2,spa
levanta,1,spa
piensa,1,spa
comió,16,spa
todo,2,spa
está,2,spa
pesado,2,spa
despiden,1,spa
hacer,6,spa
coman,1,spa
familia,1,spa
ir,3,spa
pan,2,spa
uvas,6,spa
detenió,1,spa
recoger,5,spa
aprovechó,1,spa
fingiera,1,spa
espantó,2,spa
encerró,1,spa
ponía,1,spa
ahí,10,spa
acostado,1,spa
cama,13,spa
arroja,1,spa
dice,1,spa
oh,1,spa
ojos,6,spa
tienes,6,spa
levantó,3,spa
empezó,6,spa
correr,1,spa
viendo,5,spa
mucho,11,spa
escándalo,1,spa
mitad,1,spa
dijeron,1,spa
gracias,1,spa
buscar,1,spa
rellenarlo,1,spa
botarlo,1,spa
botar,1,spa
llevó,6,spa
despidió,5,spa
closet,1,eng
conjunto,1,spa
ella,11,spa
junto,2,spa
dejarle,1,spa
galleta,4,spa
venía,2,spa
siguiendo,4,spa
entretenió,1,spa
cortando,2,spa
atacó,4,spa
cuarto,1,spa
dejó,4,spa
rosas,1,spa
acercó,1,spa
aventó,1,spa
llegaron,2,spa
rescatar,1,spa
salvó,1,spa
igual,2,eng
cosiendo,1,spa
creció,1,spa
reían,1,spa
salvar,1,spa
despidieron,2,spa
capa,2,spa
decían,1,spa
llevara,7,spa
galletas,14,spa
solita,1,spa
detuvo,5,spa
florecitas,2,spa
entró,7,spa
maceta,1,spa
taza,1,spa
plato,1,spa
mirando,2,spa
orejotas,1,spa
saltó,3,spa
comérsela,1,spa
abrió,3,spa
metieron,6,spa
creyera,1,spa
cosieron,1,spa
fruta,3,spa
caminando,4,spa
sola,1,spa
disfrazarse,1,spa
pensó,2,spa
algo,4,spa
sus,4,spa
miró,1,spa
preguntar,1,spa
eran,2,spa
más,3,spa
contestó,4,spa
verte,2,spa
mejor,6,eng
así,1,spa
salió,6,spa
corriendo,4,spa
llenita,1,spa
pudieron,1,spa
salir,3,spa
metió,4,spa
costuró,1,spa
notara,1,spa
resbaló,2,spa
uva,1,spa
persiguiendo,2,spa
haciendo,1,spa
huyó,1,spa
paró,3,spa
quiso,3,spa
dormido,2,spa
agarró,1,spa
tijera,1,spa
ayudaran,1,spa
alguna,1,spa
roca,1,spa
costurara,1,spa
pusieron,1,spa
muchas,2,spa
rocas,5,spa
sentía,1,spa
poco,2,spa
como,8,spa
fijó,1,spa
vaya,1,spa
diera,3,eng
seguía,3,spa
hambre,3,spa
quedó,3,spa
recolectando,1,spa
regalo,2,spa
cerca,1,spa
jarrón,1,spa
hecho,1,spa
pasar,2,spa
escondía,1,spa
dejara,1,spa
viera,2,eng
quererse,1,spa
cazar,1,spa
rellenando,1,spa
iban,2,spa
coser,1,spa
yendo,2,spa
quedar,1,spa
donde,3,spa
o,2,spa
pastelitos,1,spa
almorzar,1,spa
camino,2,spa
devorar,2,spa
planeó,1,spa
devoró,2,spa
disfrazó,3,spa
abría,1,spa
puerta,1,spa
preparaba,1,spa
despertó,2,spa
son,3,spa
orejas,6,spa
oírte,1,spa
dientes,1,spa
comerte,2,eng
exclamó,1,spa
gritó,1,spa
hasta,1,spa
oyó,1,spa
estaban,4,spa
dentro,2,spa
estómago,2,spa
eso,5,spa
salieron,3,spa
pareciera,1,spa
peso,1,spa
cosió,1,spa
ahogó,1,spa
volvió,1,spa
feliz,1,spa
hacia,1,spa
diciéndole,1,spa
adiós,3,spa
llamada,1,eng
gustaban,2,spa
los,3,spa
feroz,3,spa
siguió,2,spa
sin,2,spa
sí,2,spa
cortar,6,spa
escuchar,1,eng
bien,1,eng
esto,1,eng
grande,2,spa
boca,3,spa
respondió,1,eng
trajeron,1,eng
sienta,1,eng
podría,1,eng
pesaba,1,eng
escondió,1,spa
llegar,1,spa
